idx,name,title,type,category,pub_status
1,501MLM,MLM501: Cochrane Multilevel Meta-Analysis Effects Table from 501 Reviews,methods  |  ESTIMAND: SMD,methods-paper,unpublished
1812,mes,Multiverse Evidence Synthesis: Robustness Classification of 403 Cochrane Meta-Analyses Across 648 Analytical Specifications,methods  |  ESTIMAND: Concordance score (C_sig) across specification multiverse,methods-paper,unpublished
1814,meta-genome,The Meta-Analysis Genome: Unsupervised Phenotyping of 307 Cochrane Reviews,empirical  |  ESTIMAND: Cluster archetype (4 types),meta-research-empirical,unpublished
1815,meta-repair,MetaRepair: Automated Diagnosis and Correction of Meta-Analysis Pathologies,empirical  |  ESTIMAND: Corrected pooled effect with uncertainty decomposition,meta-research-empirical,unpublished
1816,meta-reproducer,Computational Reproducibility Audit of 501 Cochrane Meta-Analyses,methods  |  ESTIMAND: Prevalence,methods-paper,unpublished
1817,metaaudit,MetaAudit: Reproducibility Capsule for Automated Meta-Analytic Quality Audits,methods  |  ESTIMAND: documentation proportion,methods-paper,unpublished
1818,metafolio,MetaFolio: Efficiency Frontier Subset Enumeration for Meta-Analysis Heterogeneity Decomposition,methods  |  ESTIMAND: I-squared reduction from dominated study exclusion,methods-paper,unpublished
1819,metaguard,MetaGuard: A Browser-Based Robust and Forensic Meta-Analysis Toolkit,methods  |  ESTIMAND: Outlier-adjusted pooled effect via DPD,methods-paper,unpublished
1820,metamethods,MetaMethods: Six Advanced Statistical Methods for Meta-Analysis in a Dependency-Free Python Module,methods  |  ESTIMAND: E-value for unmeasured confounding,methods-paper,unpublished
1821,metaregression,MetaRegression Workbench: Browser-Based Mixed-Effects Meta-Regression with Permutation Tests,methods  |  ESTIMAND: Regression slope (R-squared),methods-paper,unpublished
1822,metarep,MetaRep: Most Significant Cochrane Meta-Analyses Predict Only 32% Replication Probability When Heterogeneity Is Accounted For,methods  |  ESTIMAND: Replication probability (heterogeneity-aware predictive power),methods-paper,unpublished
1823,metareproducer,MetaReproducer: Reproducibility Capsule for Cochrane Reproduction Audits,methods  |  ESTIMAND: documentation proportion,methods-paper,unpublished
1824,metashift,MetaShift: Changepoint Detection Reveals Hidden Regime Shifts in Cumulative Meta-Analysis,methods  |  ESTIMAND: Changepoint detection rate,methods-paper,unpublished
1825,metasprint-nma,MetaSprint NMA: Zero-Install Browser Network Meta-Analysis with In-Browser R Cross-Validation,methods  |  ESTIMAND: Treatment effect concordance,methods-paper,unpublished
1826,metavoi,MetaVoI: Value of Information Analysis Directly from Meta-Analysis Output,methods  |  ESTIMAND: Expected Value of Perfect Information (EVPI),methods-paper,unpublished
1827,methodssuite,Methods Suite: Eight Interoperable Browser-Based Meta-Analysis Tools with MAIF,methods  |  ESTIMAND: Cross-tool MAIF round-trip fidelity,methods-paper,unpublished
1828,mlm501-submission,MLM501: A Multilevel Effects Table from 501 Cochrane Pairwise Meta-Analysis Reviews,data  |  ESTIMAND: Median effects per analysis (IQR),data-paper,unpublished
1829,MultiverseMA,MultiverseMA: Browser-Based Multiverse Meta-Analysis Engine,methods  |  ESTIMAND: Specification concordance,methods-paper,unpublished
1830,lvad-reliability-growth-ma,Left Ventricular Assist Device (LVAD) Iterative Design Evolution: A Systematic Evidence Synthesis and Reliability Growth Meta-Analysis of Pump Thrombosis and Adverse Event Cascades,methods  |  ESTIMAND: Adverse event growth exponent (Crow-AMSAA beta),methods-paper,unpublished
1831,nma-dose-response-app,NMA Dose-Response Studio: Browser-Based Network Meta-Analysis with Dose-Response Modeling,methods  |  ESTIMAND: Pooled treatment effect with dose-response curve,methods-paper,unpublished
1832,nma-pro-v2,NMA Pro: A Browser-Based Network Meta-Analysis Platform with Integrated Rapid Review,methods  |  ESTIMAND: Pooled treatment effect (SMD/OR/RR),methods-paper,unpublished
1833,nmatransport,nmatransport: Reproducibility Capsule for Transported Network Meta-Analysis,methods  |  ESTIMAND: documentation proportion,methods-paper,unpublished
1834,nntmapper,NNTMapper: Converting Meta-Analytic Effects into Population-Specific Number Needed to Treat with Heterogeneity Propagation,methods  |  ESTIMAND: Number Needed to Treat across baseline risk range,methods-paper,unpublished
1835,outcome-reporting-bias,Outcome Reporting Bias Risk in 403 Cochrane Meta-Analyses: An Excess Significance Approach,meta-research  |  ESTIMAND: ORB risk prevalence,meta-research-empirical,unpublished
1836,overlap-detector,Study Overlap Across 501 Cochrane Reviews: Quantifying Non-Independence for Meta-Research,meta-research  |  ESTIMAND: Corrected Covered Area (CCA),meta-research-empirical,unpublished
1837,overlapmatrix,Overlap Matrix and Corrected Covered Area Calculator for Umbrella Reviews,methods  |  ESTIMAND: Corrected Covered Area (CCA),methods-paper,unpublished
1838,pairwiseai,TruthCert PairwisePro: Browser-Based Pairwise Meta-Analysis with Regional Health-Economic Overlays,methods  |  ESTIMAND: Pooled effect size (OR/RR/MD/SMD),methods-paper,unpublished
1839,poolingsuite,Pooling Suite: Browser-Based Meta-Analysis Engine with Ten Heterogeneity Estimators,methods  |  ESTIMAND: Pooled effect (tau-squared comparison),methods-paper,unpublished
1840,portfolio-catalog,PortfolioCatalog: Public Discovery Layer for the C Drive Portfolio,methods  |  ESTIMAND: proportion of indexed projects reaching high discoverability coverage,methods-paper,unpublished
1841,portfolio-ops,PortfolioOps: Operational Fusion for the C Drive Evidence Portfolio,methods  |  ESTIMAND: proportion of projects classified as operationally backed,methods-paper,unpublished
1842,prediction-gap,The Prediction Gap: 70% of Significant Meta-Analyses Have Null-Spanning Prediction Intervals,methods  |  ESTIMAND: False reassurance rate,methods-paper,unpublished
1843,priorlab,PriorLab: Interactive Bayesian Prior Elicitation for Meta-Analysis Using SHELF Methods,methods  |  ESTIMAND: Kolmogorov-Smirnov distance for distribution fit,methods-paper,unpublished
1844,prisma-checker,PRISMA 2020 Compliance Checker: An Interactive Browser Tool for Systematic Review Reporting Assessment,methods  |  ESTIMAND: PRISMA 2020 compliance percentage,methods-paper,unpublished
1845,prismaflow,PRISMA 2020 Flow Diagram Generator for Systematic Reviews,methods  |  ESTIMAND: PRISMA flow diagram compliance,methods-paper,unpublished
1846,provenance-atlas,ProvenanceAtlas: Static Lineage Graphing for the C Drive Evidence Portfolio,methods  |  ESTIMAND: explicit lifecycle coverage in the provenance graph,methods-paper,unpublished
1847,pubbiassuite,PubBias Suite: Comprehensive Publication Bias Assessment with 12 Methods and 3 Funnel Plot Variants,methods  |  ESTIMAND: Bias-adjusted pooled effect estimates,methods-paper,unpublished
1848,pwcvR2,Precision-Weighted Cross-Validation: Reproducibility Capsule for Meta-Regression R-Squared Evaluation,methods  |  ESTIMAND: documentation proportion,methods-paper,unpublished
1849,qualsynth,QualSynth: A Browser-Based Tool for Qualitative Evidence Synthesis with Meta-Ethnography and CERQual Assessment,methods  |  ESTIMAND: CERQual confidence rating,methods-paper,unpublished
1850,rapidmeta-finerenone,Browser-Based Finerenone Meta-Analysis Validated Against R metafor,pairwise  |  ESTIMAND: HR,clinical-meta-analysis,unpublished
1851,reduced-dose-doacs-vte-demo,Reduced-dose direct oral anticoagulants for extended venous thromboembolism prevention,pairwise  |  ESTIMAND: Risk ratio for major bleeding,clinical-meta-analysis,unpublished
1852,registry-first-rct-meta,Registry-First Meta-Analysis: Quantifying Missing Cardiovascular Trial Evidence,methods  |  ESTIMAND: Evidence Coverage Ratio (trial-level),methods-paper,unpublished
1853,retraction-gravity,Retraction Gravity,methods  |  ESTIMAND: Robustness Score,methods-paper,unpublished
1854,rmst-meta,RMST Meta: A Browser Tool for Meta-Analysis of Restricted Mean Survival Time Beyond the Hazard Ratio,methods  |  ESTIMAND: Pooled RMST difference (months),methods-paper,unpublished
1855,rob-assessor,RoB Assessor: A Browser-Based Risk of Bias Assessment Tool Implementing RoB 2 and ROBINS-I,methods  |  ESTIMAND: Domain-level and overall risk of bias judgments,methods-paper,unpublished
1856,robma,ROBMA Reproducibility Capsule for Reviewer-Auditable Bayesian Model Averaging,methods  |  ESTIMAND: summary effect,methods-paper,unpublished
1857,shahzaib-icu-landscape,ICU Hemodynamic Trial Landscape: A Living Evidence Map,methods  |  ESTIMAND: Sensitivity,methods-paper,unpublished
1858,sheaf-nma,Sheaf-Theoretic Consistency Analysis for Network Meta-Analysis,methods  |  ESTIMAND: Global Inconsistency Index (GII),methods-paper,unpublished
1859,softable,GRADE Summary of Findings Table Generator for Systematic Reviews,methods  |  ESTIMAND: GRADE certainty rating,methods-paper,unpublished
1860,submission-cockpit,SubmissionCockpit: Editorial Release Control for the C Drive Research Portfolio,methods  |  ESTIMAND: proportion of indexed projects currently carrying resolved submission-ready status,methods-paper,unpublished
1861,tda-ma,Topological Data Analysis for Meta-Analytic Heterogeneity Exploration,methods  |  ESTIMAND: Persistent homology (Betti numbers),methods-paper,unpublished
1862,tda-meta,tda-meta,methods  |  ESTIMAND: Robustness Score,methods-paper,unpublished
1863,tgep,Triple-Guard Ensemble Pooling for Bias-Sensitive Meta-Analysis,methods  |  ESTIMAND: Ensemble pooled effect estimate (MAE),methods-paper,unpublished
1864,transportabilitycalc,Clinical Transportability Engine: A Composite Penalty Index for Meta-Analysis Generalizability,methods  |  ESTIMAND: Median CTE penalty index,methods-paper,unpublished
1865,triage-workbench,TriageWorkbench: Rule-Based Lifecycle Freezing for the Unresolved Portfolio Queue,methods  |  ESTIMAND: non-triage recommendation coverage across unresolved rows,methods-paper,unpublished
1866,truthcert-denominator,Denominator-First Bayesian Meta-Analysis Engine for Registry-Aware Evidence Synthesis,methods  |  ESTIMAND: False reassurance rate reduction,methods-paper,unpublished
1867,truthcert-meta2,TruthCert Meta2: Governance Overlay for Denominator-First Meta-Analysis,methods  |  ESTIMAND: Mean difference,methods-paper,unpublished
1868,truthcert-pairwisepro-v2,TruthCert-PairwisePro: A Browser-Based Pairwise Meta-Analysis Engine with Seven Heterogeneity Estimators,methods  |  ESTIMAND: Pooled effect size (OR/RR/MD/SMD),methods-paper,unpublished
1869,truthcert1,TruthCert-MA: A Cross-Platform JavaScript Meta-Analysis Engine Validated Against R,methods  |  ESTIMAND: Pooled effect size (OR/RR/MD/SMD),methods-paper,unpublished
1871,umbrellareview,"UmbrellaEngine: Browser-Based Umbrella Review with Overlap Quantification, Quality Assessment, and Discordance Analysis",methods  |  ESTIMAND: Corrected Covered Area (CCA) for study overlap,methods-paper,unpublished
1872,value-based-hta,Multi-Criteria Evidence Synthesizer for Automated Benefit-Harm Trade-Off in Health Technology Assessment,methods  |  ESTIMAND: Net clinical benefit,methods-paper,unpublished
1873,voicalculator,Value of Information Calculator for Meta-Analysis Decision Support,methods  |  ESTIMAND: EVPI and EVSI (dollars),methods-paper,unpublished
1874,spec-collapse-atlas,Spec-Collapse Atlas: Pooling Specifications Manufactures False Robustness in 55% of 473 Cochrane Meta-Analyses,methods  |  ESTIMAND: False-robustness rate,methods-paper,unpublished
